,name,meal-type,specific,net-carbs,Type,calories,Unit,serving,Ingredients,Nutrients,Method,Time,Difficulty,link
96,Keto scrambled pancakes,Breakfast,Vegetarian,6.0,Ketogenic, 496kcal,US,1,"[(['3'], 'large eggs'), (['1', '⁄', '3', ' cup'], ' unsweetened almond milk'), (['4 tbsp'], 'almond flour'), (['1 tsp'], ' ground psyllium husk powder'), (['1 tsp'], ' baking powder'), (['¼ tsp'], ' salt'), (['1 tbsp'], ' butter, for frying or coconut oil'), ('3', 'large eggs', ' ')]","{'Net-carbs': (' 6g ', '5%'), 'Protien': (' 26g ', '21%'), 'Fat': (' 41g ', '74%'), 'Fiber': '6g', 'Total-Carb': '12g'}","Add the eggs, almond milk, almond flour, psyllium husk powder, baking powder, and salt to a bowl and whisk until smooth. Let the batter rest for a couple of minutes to set.  ,Heat a large frying pan over medium-high heat. Add the butter when hot.,Pour the batter into the pan. Using a rubber spatula, stir from the edges of the pan towards the middle, until the batter is scrambled and cooked. ,Serve with your favorite toppings or sides.",15 m,Easy,https://www.dietdoctor.com/recipes/keto-higher-satiety-scrambled-pancakes
97,Protein pancakes with Greek yogurt and raspberries,Breakfast,High-Protien,10.0,High-protein low carb, 422kcal,US,2,"[(['4'], 'large eggs'), (['8 oz. ', '(1 cup)'], ' cottage cheese'), (['½ tbsp'], ' ground psyllium husk powder'), (['1 pinch'], ' salt'), (['2 tbsp'], ' butter, for frying'), (['½ cup ', '(3 oz.)'], ' Greek yogurt (0% fat)'), (['5 oz. ', '(1¼ cups)'], ' fresh raspberries or frozen raspberries'), ('4', 'large eggs', ' ')]","{'Net-carbs': (' 10g ', '10%'), 'Protien': (' 31g ', '31%'), 'Fat': (' 26g ', '59%'), 'Fiber': '7g', 'Total-Carb': '17g'}","Add eggs, cottage cheese, psyllium husk, and salt to a medium-sized bowl and whisk until combined. Let the batter sit for a few minutes until it has thickened up a bit.,Heat the butter in a non-stick frying pan over medium-high heat. When the pan is hot, use a 1/4 cup (0.5 dl) measuring cup, or ladle, to pour batter into the frying pan. Fry the pancakes for about 3-4 minutes or until the tops start to set. Flip and fry for another minute or two. The smaller you make them, the easier they will be to flip.,Serve with a dollop of Greek yogurt and raspberries or your favorite berries.",15 m,Easy,https://www.dietdoctor.com/recipes/protein-pancakes-with-greek-yoghurt-and-raspberries
98,Protein pancakes with Greek yogurt and raspberries,Breakfast,Vegetarian,10.0,High-protein low carb, 422kcal,US,2,"[(['4'], 'large eggs'), (['8 oz. ', '(1 cup)'], ' cottage cheese'), (['½ tbsp'], ' ground psyllium husk powder'), (['1 pinch'], ' salt'), (['2 tbsp'], ' butter, for frying'), (['½ cup ', '(3 oz.)'], ' Greek yogurt (0% fat)'), (['5 oz. ', '(1¼ cups)'], ' fresh raspberries or frozen raspberries'), ('4', 'large eggs', ' ')]","{'Net-carbs': (' 10g ', '10%'), 'Protien': (' 31g ', '31%'), 'Fat': (' 26g ', '59%'), 'Fiber': '7g', 'Total-Carb': '17g'}","Add eggs, cottage cheese, psyllium husk, and salt to a medium-sized bowl and whisk until combined. Let the batter sit for a few minutes until it has thickened up a bit.,Heat the butter in a non-stick frying pan over medium-high heat. When the pan is hot, use a 1/4 cup (0.5 dl) measuring cup, or ladle, to pour batter into the frying pan. Fry the pancakes for about 3-4 minutes or until the tops start to set. Flip and fry for another minute or two. The smaller you make them, the easier they will be to flip.,Serve with a dollop of Greek yogurt and raspberries or your favorite berries.",15 m,Easy,https://www.dietdoctor.com/recipes/protein-pancakes-with-greek-yoghurt-and-raspberries
99,Protein pancakes,Breakfast,High-Protien,5.0,High-protein Ketogenic, 358kcal,US,2,"[(['4'], 'large eggs'), (['8 oz. ', '(1 cup)'], ' cottage cheese'), (['½ tbsp'], ' ground psyllium husk powder'), (['1 pinch'], ' salt'), (['2 tbsp'], ' butter, for frying'), ('4', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '5%'), 'Protien': (' 25g ', '29%'), 'Fat': (' 26g ', '66%'), 'Fiber': '2g', 'Total-Carb': '7g'}","Add eggs, cottage cheese, psyllium husk, and salt to a medium-sized bowl and whisk until combined. Let the batter sit for a few minutes until it has thickened up a bit.,Heat the butter in a non-stick frying pan over medium-high heat. When the pan is hot, use a 1/4 cup (0.5 dl) measuring cup, or ladle, to pour batter into the frying pan. Fry the pancakes for about 3-4 minutes or until the tops start to set. Flip and fry for another minute or two. The smaller you make them, the easier they will be to flip.",15 m,Easy,https://www.dietdoctor.com/recipes/high-protein-pancakes
100,Protein pancakes,Breakfast,Vegetarian,5.0,High-protein Ketogenic, 358kcal,US,2,"[(['4'], 'large eggs'), (['8 oz. ', '(1 cup)'], ' cottage cheese'), (['½ tbsp'], ' ground psyllium husk powder'), (['1 pinch'], ' salt'), (['2 tbsp'], ' butter, for frying'), ('4', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '5%'), 'Protien': (' 25g ', '29%'), 'Fat': (' 26g ', '66%'), 'Fiber': '2g', 'Total-Carb': '7g'}","Add eggs, cottage cheese, psyllium husk, and salt to a medium-sized bowl and whisk until combined. Let the batter sit for a few minutes until it has thickened up a bit.,Heat the butter in a non-stick frying pan over medium-high heat. When the pan is hot, use a 1/4 cup (0.5 dl) measuring cup, or ladle, to pour batter into the frying pan. Fry the pancakes for about 3-4 minutes or until the tops start to set. Flip and fry for another minute or two. The smaller you make them, the easier they will be to flip.",15 m,Easy,https://www.dietdoctor.com/recipes/high-protein-pancakes
101,Scrambled eggs in a mug,Breakfast,High-Protien,3.0,High-protein Ketogenic, 444kcal,US,1,"[(['1 tbsp'], ' butter, room temperature, divided'), (['2'], 'large eggs'), (['2 tbsp'], 'heavy whipping cream'), (['1 pinch'], ' salt and pepper'), (['2½ oz.'], ' tuna in water, drained'), (['1¼ oz. ', '(3', '2', '⁄', '3', ' tbsp)'], ', cut into strips (1/4 medium pepper)'), (['1 tsp'], ' finely chopped, fresh chives'), ('2', 'large eggs', ' ')]","{'Net-carbs': (' 3g ', '2%'), 'Protien': (' 31g ', '28%'), 'Fat': (' 34g ', '70%'), 'Fiber': '1g', 'Total-Carb': '4g'}","Grease a large cup or mug with butter. ,In a small bowl, whisk together the eggs, heavy whipping cream, salt, and pepper. Pour egg mixture into the cup or mug (a maximum of two-thirds full, as the eggs, will gain volume while cooking). ,Microwave at maximum power for about 1 minute. Remove and stir, turning over the scrambled egg. Microwave for another 30 seconds to 1 minute, or until firm, yet moist. Set aside. Note: the eggs will keep cooking when removed from heat, so try not to overcook.,Add the remaining butter to the eggs, stir, and let cool for a minute.,Serve the scrambled eggs with tuna, bell pepper, and chives. ",5 m,Medium,https://www.dietdoctor.com/recipes/scrambled-eggs-in-a-mug
102,Veggie keto scramble,Breakfast,High-Protien,4.0,High-protein Ketogenic, 455kcal,US,1,"[(['1 tbsp'], ' butter'), (['1 oz. ', '(6', '1', '⁄', '3', ' tbsp)'], ' mushrooms, sliced'), (['3'], 'eggs'), (['1 oz. ', '(3 tbsp)'], ', diced'), (['¼ cup'], ' parmesan cheese, shredded'), ('3', 'eggs', ' ')]","{'Net-carbs': (' 4g ', '4%'), 'Protien': (' 32g ', '28%'), 'Fat': (' 34g ', '68%'), 'Fiber': '1g', 'Total-Carb': '5g'}","Heat the butter in a large frying pan on medium heat. Add the sliced mushrooms, chopped red peppers, season with salt and pepper, and fry until soft.,Crack the eggs straight into the pan and stir right away so everything gets well incorporated. , Move spatula across bottom and side of the skillet to form large, soft curds. Cook until no visible liquid egg remains, but the eggs are not dry.,Put the scramble on a plate and top with shredded parmesan and scallions. ",5  + 15 m,Easy,https://www.dietdoctor.com/recipes/veggie-keto-scramble
103,Veggie keto scramble,Breakfast,Vegetarian,4.0,High-protein Ketogenic, 455kcal,US,1,"[(['1 tbsp'], ' butter'), (['1 oz. ', '(6', '1', '⁄', '3', ' tbsp)'], ' mushrooms, sliced'), (['3'], 'eggs'), (['1 oz. ', '(3 tbsp)'], ', diced'), (['¼ cup'], ' parmesan cheese, shredded'), ('3', 'eggs', ' ')]","{'Net-carbs': (' 4g ', '4%'), 'Protien': (' 32g ', '28%'), 'Fat': (' 34g ', '68%'), 'Fiber': '1g', 'Total-Carb': '5g'}","Heat the butter in a large frying pan on medium heat. Add the sliced mushrooms, chopped red peppers, season with salt and pepper, and fry until soft.,Crack the eggs straight into the pan and stir right away so everything gets well incorporated. , Move spatula across bottom and side of the skillet to form large, soft curds. Cook until no visible liquid egg remains, but the eggs are not dry.,Put the scramble on a plate and top with shredded parmesan and scallions. ",5  + 15 m,Easy,https://www.dietdoctor.com/recipes/veggie-keto-scramble
104,Spinach and feta breakfast scramble,Breakfast,High-Protien,4.0,High-protein Ketogenic, 491kcal,US,2,"[(['4'], 'large eggs'), (['1 tbsp'], 'heavy whipping cream'), (['1 tbsp'], ' butter'), (['4 oz. ', '(3', '2', '⁄', '3', ' cups)'], ' fresh baby spinach'), (['1½ oz. ', '(4', '2', '⁄', '3', ' tbsp)'], ' feta cheese, crumbled'), (['3 oz.'], ' bacon'), ('4', 'large eggs', ' '), ('1', 'garlic cloves, minced', ' ')]","{'Net-carbs': (' 4g ', '3%'), 'Protien': (' 32g ', '27%'), 'Fat': (' 38g ', '70%'), 'Fiber': '1g', 'Total-Carb': '5g'}","In a medium bowl, whisk the eggs and cream together until well combined.,Heat a large skillet over medium-low heat and add the butter. Once the butter is melted, stir in the spinach and garlic and let cook until the spinach is wilted. Sprinkle with salt and pepper.,Pour the egg mixture into the skillet. Cook without disturbing until it just begins to set around the edges. Using a rubber spatula, gently lift and turn the curds from the edge of the pan toward the center, allowing the uncooked eggs to run back out to the edges. Continue to lift and turn until the eggs are set to your liking.,Remove the pan from heat and sprinkle with feta cheese. Serve immediately. Add some fried bacon slices if you like!",15 m,Easy,https://www.dietdoctor.com/recipes/spinach-and-feta-breakfast-scramble
105,"High-protein vegetarian breakfast with cheese, eggs and spinach",Breakfast,High-Protien,2.0,High-protein Ketogenic, 381kcal,US,1,"[(['½ tbsp'], ' butter or olive oil'), (['3'], 'large eggs'), (['½ cup ', '(½ oz.)'], ' baby spinach'), (['1 oz. ', '(4 tbsp)'], ' cheddar cheese, sliced'), ('3', 'large eggs', ' ')]","{'Net-carbs': (' 2g ', '2%'), 'Protien': (' 26g ', '27%'), 'Fat': (' 29g ', '70%'), 'Fiber': '0g', 'Total-Carb': '2g'}","Heat a large skillet on medium-high heat with the butter. ,When hot, crack your eggs straight into the pan, season with salt and pepper, and fry to your liking. Put a lid on the pan, or flip the eggs over after a few minutes and cook for another minute. ,Remove the cooked eggs from the pan and set on a plate.,Add the spinach to the same pan the eggs were cooked in, and season with salt and pepper to taste. Fry until the leaves are wilted.,Put the spinach and slices of cheese on the same plate as the eggs and serve.",2  + 5 m,Easy,https://www.dietdoctor.com/recipes/high-protein-vegetarian-breakfast-with-cheese-eggs-and-spinach
106,Lox omelet,Breakfast,High-Protien,2.0,High-protein Ketogenic, 412kcal,US,1,"[(['3'], 'large eggs'), (['1 tbsp'], 'coconut cream'), (['1 tbsp'], 'ghee'), (['2 oz.'], ' smoked salmon'), (['1 tbsp'], ' fresh dill, minced'), (['1 tsp'], 'bagel seasoning'), ('3', 'large eggs', ' ')]","{'Net-carbs': (' 2g ', '2%'), 'Protien': (' 28g ', '27%'), 'Fat': (' 32g ', '71%'), 'Fiber': '0g', 'Total-Carb': '2g'}","Heat a medium skillet over medium heat.,In a bowl combine the eggs and cream, mix very well with a whisk.,When the pan is warm add in the butter and swirl the pan to distribute the fat. When it stops sizzling add in the eggs and let them spread on the skillet.,Use the whisk or a heat-proof spatula to quickly mix up the eggs in a shallow whisk. You’re not scrambling them, you’re fluffing this thin layer of eggs.,Tap the pan down on the stove. Turn off the heat.,Put the smoked salmon, dill and most of the scallion along the center of the eggs then use the spatula to lift one side of the eggs and roll it forward and over the filling until you have a tube.,Slide the omelet onto a plate and garnish it with leftover scallion and bagel seasoning. Enjoy! ",5  + 10 m,Easy,https://www.dietdoctor.com/recipes/lox-omelet
107,Keto egg muffins,Breakfast,High-Protien,2.0,High-protein Ketogenic, 353kcal,US,6,"[(['2 ', '(1 oz.)'], ', finely chopped'), (['5 oz.'], ' cooked bacon or salami, chopped'), (['12'], 'eggs'), (['2 tbsp'], ' (optional)'), (['1½ cups ', '(6 oz.)'], ' shredded cheddar cheese'), ('12', ', finely chopped', ' ')]","{'Net-carbs': (' 2g ', '3%'), 'Protien': (' 26g ', '30%'), 'Fat': (' 26g ', '68%'), 'Fiber': '0g', 'Total-Carb': '2g'}","Preheat the oven to 350°F (175°C).,Line a muffin tin with paper baking cups, grease a silicone muffin tin with butter, or use a non-stick muffin tin. ,Add scallions and the cooked bacon or salami to each muffin cup.,Whisk the eggs, pesto, salt, and pepper until combined.,Add the cheese to the egg mixture and combine.,Pour the egg mixture evenly into each muffin cup.,Bake for 15–20 minutes, depending on the size of the muffin tin, until set. Enjoy two muffins per serving, warm or cold.",25 m,Easy,https://www.dietdoctor.com/recipes/keto-egg-muffins
108,Baked egg pots with chorizo and feta cheese,Breakfast,High-Protien,6.0,High-protein Ketogenic, 502kcal,US,1,"[(['2 oz. ', '(2 cups)'], ' fresh spinach'), (['1 tsp'], ' olive oil'), (['2'], 'large eggs'), (['2 oz.'], ' chorizo (see tip)'), (['¼ cup ', '(1', '1', '⁄', '3', ' oz.)'], ' feta cheese, crumbled'), (['2 oz.'], ' cherry tomatoes, halved'), ('2', 'large eggs', ' ')]","{'Net-carbs': (' 6g ', '5%'), 'Protien': (' 31g ', '25%'), 'Fat': (' 38g ', '70%'), 'Fiber': '2g', 'Total-Carb': '8g'}","Preheat oven to 425°F (220°C).,Place spinach in oven-proof, 12 oz (360 ml) ramekins, or mugs (two per serving), and drizzle with olive oil.,Crack eggs into the ramekins. Top with the chorizo, feta cheese, and tomatoes.,Place the ramekins on the middle oven rack, and bake uncovered for 10 to 12 minutes, until the egg whites are set, and the yolks are still runny. Season with salt and pepper, to taste.",5  + 10 m,Easy,https://www.dietdoctor.com/recipes/baked-egg-pots-with-chorizo-and-feta-cheese
109,Jill's cheese-crusted keto omelet,Breakfast,High-Protien,5.0,High-protein Ketogenic, 627kcal,US,1,"[(['2'], 'large eggs'), (['2 tbsp'], 'heavy whipping cream'), (['½ tbsp'], ' butter or coconut oil (optional)'), (['3 oz. ', '(¾ cup)'], ' shredded cheese'), (['2'], ' mushrooms, sliced'), (['2 ', '(1¼ oz.)'], ' cherry tomatoes, sliced'), (['½ cup ', '(½ oz.)'], ' baby spinach'), (['2 tbsp'], ' cream cheese (optional)'), (['1 oz.'], ' deli turkey'), (['1 tsp'], ' dried oregano'), ('2', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '3%'), 'Protien': (' 41g ', '26%'), 'Fat': (' 49g ', '71%'), 'Fiber': '2g', 'Total-Carb': '7g'}","Whisk together eggs and cream in a bowl. Season with salt and pepper.,Heat the butter over medium heat in a non-stick frying pan. Spread out the cheese in an even layer so it covers the entire base of the pan. Fry over medium heat until bubbly. ,Carefully pour the egg mixture over the cheese and lower the heat. Cook for a few minutes without stirring.,Fill one half of the omelet with mushrooms, tomatoes, baby spinach, cream cheese, turkey and oregano. Fry for a few minutes more.,When the egg mixture starts to set (it can still be quite loose on top, but not too loose), fold the empty half over the side with toppings to form a crescent. Fry for a few more minutes and enjoy!",12 m,Easy,https://www.dietdoctor.com/recipes/jills-cheese-crusted-keto-omelet
110,Jill's cheese-crusted keto omelet,Lunch,High-Protien,5.0,High-protein Ketogenic, 627kcal,US,1,"[(['2'], 'large eggs'), (['2 tbsp'], 'heavy whipping cream'), (['½ tbsp'], ' butter or coconut oil (optional)'), (['3 oz. ', '(¾ cup)'], ' shredded cheese'), (['2'], ' mushrooms, sliced'), (['2 ', '(1¼ oz.)'], ' cherry tomatoes, sliced'), (['½ cup ', '(½ oz.)'], ' baby spinach'), (['2 tbsp'], ' cream cheese (optional)'), (['1 oz.'], ' deli turkey'), (['1 tsp'], ' dried oregano'), ('2', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '3%'), 'Protien': (' 41g ', '26%'), 'Fat': (' 49g ', '71%'), 'Fiber': '2g', 'Total-Carb': '7g'}","Whisk together eggs and cream in a bowl. Season with salt and pepper.,Heat the butter over medium heat in a non-stick frying pan. Spread out the cheese in an even layer so it covers the entire base of the pan. Fry over medium heat until bubbly. ,Carefully pour the egg mixture over the cheese and lower the heat. Cook for a few minutes without stirring.,Fill one half of the omelet with mushrooms, tomatoes, baby spinach, cream cheese, turkey and oregano. Fry for a few minutes more.,When the egg mixture starts to set (it can still be quite loose on top, but not too loose), fold the empty half over the side with toppings to form a crescent. Fry for a few more minutes and enjoy!",12 m,Easy,https://www.dietdoctor.com/recipes/jills-cheese-crusted-keto-omelet
111,High-protein turkey breakfast burger,Breakfast,High-Protien,2.0,High-protein Ketogenic, 647kcal,US,2,"[(['2 oz.'], ' uncooked bacon, cut in half'), (['1 lb'], ' ground turkey or ground beef'), (['2'], 'large eggs'), (['4'], ' butterhead lettuce leaves'), (['2 tbsp'], 'mayonnaise'), ('2', 'large eggs', ' '), ('4', 'tomatoes, sliced', ' ')]","{'Net-carbs': (' 2g ', '1%'), 'Protien': (' 59g ', '37%'), 'Fat': (' 44g ', '62%'), 'Fiber': '1g', 'Total-Carb': '3g'}","Fry the bacon in a large non-stick frying pan over medium-high heat until crispy. Move bacon to a paper towel-lined plate to absorb excess fat. Keep warm.,Shape the meat into two balls per serving. Set aside. ,Place the meatballs in the frying pan over medium heat. Using a spatula or small plate, press down on the meatballs to form burgers. Season generously with salt and pepper. Fry on both sides until browned. Remove from the pan and keep warm.,Over medium heat, fry the eggs until cooked to desired doneness. Season with salt and pepper.,To serve, place the lettuce on a plate, and layer the burgers, mayonnaise, tomato, egg, and bacon on top. Make one big burger or two smaller (easier to eat!) ones. ",5  + 15 m,Easy,https://www.dietdoctor.com/recipes/high-protein-turkey-breakfast-burger
112,High-protein turkey breakfast burger,Lunch,High-Protien,2.0,High-protein Ketogenic, 647kcal,US,2,"[(['2 oz.'], ' uncooked bacon, cut in half'), (['1 lb'], ' ground turkey or ground beef'), (['2'], 'large eggs'), (['4'], ' butterhead lettuce leaves'), (['2 tbsp'], 'mayonnaise'), ('2', 'large eggs', ' '), ('4', 'tomatoes, sliced', ' ')]","{'Net-carbs': (' 2g ', '1%'), 'Protien': (' 59g ', '37%'), 'Fat': (' 44g ', '62%'), 'Fiber': '1g', 'Total-Carb': '3g'}","Fry the bacon in a large non-stick frying pan over medium-high heat until crispy. Move bacon to a paper towel-lined plate to absorb excess fat. Keep warm.,Shape the meat into two balls per serving. Set aside. ,Place the meatballs in the frying pan over medium heat. Using a spatula or small plate, press down on the meatballs to form burgers. Season generously with salt and pepper. Fry on both sides until browned. Remove from the pan and keep warm.,Over medium heat, fry the eggs until cooked to desired doneness. Season with salt and pepper.,To serve, place the lettuce on a plate, and layer the burgers, mayonnaise, tomato, egg, and bacon on top. Make one big burger or two smaller (easier to eat!) ones. ",5  + 15 m,Easy,https://www.dietdoctor.com/recipes/high-protein-turkey-breakfast-burger
113,High-protein turkey breakfast burger,Dinner,High-Protien,2.0,High-protein Ketogenic, 647kcal,US,2,"[(['2 oz.'], ' uncooked bacon, cut in half'), (['1 lb'], ' ground turkey or ground beef'), (['2'], 'large eggs'), (['4'], ' butterhead lettuce leaves'), (['2 tbsp'], 'mayonnaise'), ('2', 'large eggs', ' '), ('4', 'tomatoes, sliced', ' ')]","{'Net-carbs': (' 2g ', '1%'), 'Protien': (' 59g ', '37%'), 'Fat': (' 44g ', '62%'), 'Fiber': '1g', 'Total-Carb': '3g'}","Fry the bacon in a large non-stick frying pan over medium-high heat until crispy. Move bacon to a paper towel-lined plate to absorb excess fat. Keep warm.,Shape the meat into two balls per serving. Set aside. ,Place the meatballs in the frying pan over medium heat. Using a spatula or small plate, press down on the meatballs to form burgers. Season generously with salt and pepper. Fry on both sides until browned. Remove from the pan and keep warm.,Over medium heat, fry the eggs until cooked to desired doneness. Season with salt and pepper.,To serve, place the lettuce on a plate, and layer the burgers, mayonnaise, tomato, egg, and bacon on top. Make one big burger or two smaller (easier to eat!) ones. ",5  + 15 m,Easy,https://www.dietdoctor.com/recipes/high-protein-turkey-breakfast-burger
114,High-protein ham and cheddar keto Dutch baby,Breakfast,High-Protien,4.0,High-protein Ketogenic, 496kcal,US,4,"[(['2', '⁄', '3', ' cup'], ', room temperature'), (['8'], 'large eggs, room temperature'), (['2 oz. ', '(4 tbsp)'], ' cream cheese, softened'), (['3 tbsp'], ' unflavored whey protein isolate (unflavored)'), (['1 tsp'], ' baking powder'), (['1 tsp'], ' garlic powder (optional)'), (['1 tsp'], ' onion powder (optional)'), (['¼ tsp'], ' salt'), (['8 oz.'], ' smoked deli ham, chopped'), (['¾ cup ', '(3 oz.)'], ' cheddar cheese shredded'), (['1 tsp'], ' unsalted butter, for the pan'), (['1 tsp'], ' dried chives or fresh chives (optional)'), ('8', 'large eggs, room temperature', ' ')]","{'Net-carbs': (' 4g ', '3%'), 'Protien': (' 33g ', '26%'), 'Fat': (' 39g ', '70%'), 'Fiber': '0g', 'Total-Carb': '4g'}","Preheat the oven to 400°F (200°C).,Place the cream, eggs, cream cheese, whey protein isolate, baking powder, garlic powder, onion powder, and salt in a blender and blend until smooth and creamy. Blend for at least a minute to aerate the mixture. Set aside.,Put the butter in a 10"" (25 cm) oven-proof skillet and place the skillet in the oven. When the butter begins to sizzle, remove the pan from the oven and pour the batter into the center of the hot skillet.,Bake for 12-15 minutes or until the Dutch baby is puffy and browned. The center should be just set. The Dutch baby is likely to rise in a lopsided fashion and will deflate somewhat as it cools.,As soon as the Dutch baby is removed from the oven, top with the chopped ham and shredded cheddar cheese. Serve hot or cold. Garnish with fresh herbs such as chives, thyme, or parsley.",8  + 15 m,Easy,https://www.dietdoctor.com/recipes/high-protein-ham-and-cheddar-keto-dutch-baby
115,High-protein ham and cheddar keto Dutch baby,Lunch,High-Protien,4.0,High-protein Ketogenic, 496kcal,US,4,"[(['2', '⁄', '3', ' cup'], ', room temperature'), (['8'], 'large eggs, room temperature'), (['2 oz. ', '(4 tbsp)'], ' cream cheese, softened'), (['3 tbsp'], ' unflavored whey protein isolate (unflavored)'), (['1 tsp'], ' baking powder'), (['1 tsp'], ' garlic powder (optional)'), (['1 tsp'], ' onion powder (optional)'), (['¼ tsp'], ' salt'), (['8 oz.'], ' smoked deli ham, chopped'), (['¾ cup ', '(3 oz.)'], ' cheddar cheese shredded'), (['1 tsp'], ' unsalted butter, for the pan'), (['1 tsp'], ' dried chives or fresh chives (optional)'), ('8', 'large eggs, room temperature', ' ')]","{'Net-carbs': (' 4g ', '3%'), 'Protien': (' 33g ', '26%'), 'Fat': (' 39g ', '70%'), 'Fiber': '0g', 'Total-Carb': '4g'}","Preheat the oven to 400°F (200°C).,Place the cream, eggs, cream cheese, whey protein isolate, baking powder, garlic powder, onion powder, and salt in a blender and blend until smooth and creamy. Blend for at least a minute to aerate the mixture. Set aside.,Put the butter in a 10"" (25 cm) oven-proof skillet and place the skillet in the oven. When the butter begins to sizzle, remove the pan from the oven and pour the batter into the center of the hot skillet.,Bake for 12-15 minutes or until the Dutch baby is puffy and browned. The center should be just set. The Dutch baby is likely to rise in a lopsided fashion and will deflate somewhat as it cools.,As soon as the Dutch baby is removed from the oven, top with the chopped ham and shredded cheddar cheese. Serve hot or cold. Garnish with fresh herbs such as chives, thyme, or parsley.",8  + 15 m,Easy,https://www.dietdoctor.com/recipes/high-protein-ham-and-cheddar-keto-dutch-baby
116,Everything but the bagel omelet,Breakfast,High-Protien,5.0,High-protein Ketogenic, 469kcal,US,1,"[(['½ tsp'], ' unsalted butter'), (['2'], 'large eggs'), (['1 tsp'], 'bagel seasoning'), (['1 oz.'], ' cooked bacon, chopped'), (['2 oz.'], ' deli turkey, chopped'), (['2 tsp'], 'sun-dried tomatoes, chopped'), (['2 tbsp'], ' cream cheese'), ('2', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '5%'), 'Protien': (' 35g ', '30%'), 'Fat': (' 33g ', '65%'), 'Fiber': '0g', 'Total-Carb': '5g'}","Prepare the sun-dried tomatoes, turkey, and bacon. Divide the cream cheese into small pieces. Set aside.,Melt the butter in a small skillet or omelet pan over low heat. Whisk the eggs in a small bowl with the bagel seasoning until frothy. Pour the eggs into the skillet.,When the egg begins to cook add the bacon, turkey, tomatoes, and cream cheese to one side of the omelet.,Fold the other side of the omelet over the filling and continue cooking to warm the filling and melt the cream cheese. Carefully flip the omelet to warm the other side if necessary. Serve with a garnish of fresh herbs such as chives, basil, or thyme if desired.",10 m,Easy,https://www.dietdoctor.com/recipes/everything-but-the-bagel-omelet
117,Everything but the bagel omelet,Lunch,High-Protien,5.0,High-protein Ketogenic, 469kcal,US,1,"[(['½ tsp'], ' unsalted butter'), (['2'], 'large eggs'), (['1 tsp'], 'bagel seasoning'), (['1 oz.'], ' cooked bacon, chopped'), (['2 oz.'], ' deli turkey, chopped'), (['2 tsp'], 'sun-dried tomatoes, chopped'), (['2 tbsp'], ' cream cheese'), ('2', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '5%'), 'Protien': (' 35g ', '30%'), 'Fat': (' 33g ', '65%'), 'Fiber': '0g', 'Total-Carb': '5g'}","Prepare the sun-dried tomatoes, turkey, and bacon. Divide the cream cheese into small pieces. Set aside.,Melt the butter in a small skillet or omelet pan over low heat. Whisk the eggs in a small bowl with the bagel seasoning until frothy. Pour the eggs into the skillet.,When the egg begins to cook add the bacon, turkey, tomatoes, and cream cheese to one side of the omelet.,Fold the other side of the omelet over the filling and continue cooking to warm the filling and melt the cream cheese. Carefully flip the omelet to warm the other side if necessary. Serve with a garnish of fresh herbs such as chives, basil, or thyme if desired.",10 m,Easy,https://www.dietdoctor.com/recipes/everything-but-the-bagel-omelet
118,Sour cream and onion omelet,Breakfast,High-Protien,5.0,High-protein Ketogenic, 430kcal,US,1,"[(['3'], 'large eggs'), (['¼ cup ', '(1 oz.)'], ' shredded cheese'), (['¼ cup ', '(1½ oz.)'], 'red onions, finely diced'), (['1½ tbsp'], ', room temperature'), (['½ tbsp'], ' butter'), ('3', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '5%'), 'Protien': (' 26g ', '25%'), 'Fat': (' 33g ', '70%'), 'Fiber': '1g', 'Total-Carb': '6g'}","In a bowl, beat together the eggs, cheese, onion, sour cream, salt, and pepper.,Heat butter or oil in a large frying pan over medium-high heat. When hot, add the egg mixture.,Cook for 3 to 4 minutes, or until your preferred doneness is reached. Fold it into a half-moon shape and serve right away. ",6 m,Easy,https://www.dietdoctor.com/recipes/sour-cream-and-onion-omelet
119,Sour cream and onion omelet,Breakfast,Vegetarian,5.0,High-protein Ketogenic, 430kcal,US,1,"[(['3'], 'large eggs'), (['¼ cup ', '(1 oz.)'], ' shredded cheese'), (['¼ cup ', '(1½ oz.)'], 'red onions, finely diced'), (['1½ tbsp'], ', room temperature'), (['½ tbsp'], ' butter'), ('3', 'large eggs', ' ')]","{'Net-carbs': (' 5g ', '5%'), 'Protien': (' 26g ', '25%'), 'Fat': (' 33g ', '70%'), 'Fiber': '1g', 'Total-Carb': '6g'}","In a bowl, beat together the eggs, cheese, onion, sour cream, salt, and pepper.,Heat butter or oil in a large frying pan over medium-high heat. When hot, add the egg mixture.,Cook for 3 to 4 minutes, or until your preferred doneness is reached. Fold it into a half-moon shape and serve right away. ",6 m,Easy,https://www.dietdoctor.com/recipes/sour-cream-and-onion-omelet
